text,class
What kind of courier? ,yes
 Do you have any flavors that only have fresh meat. ,yes
" Hello, I would like to ask how much free shipping is for 520 this time?",yes
 I confirm that I want to buy. ,yes
 Did you see my order? Next. ,yes
" Hello, is the large red sandalwood tea needle still in stock. ",yes
 534574227694 Is there any discount if I buy 3 bottles. ,yes
 I also want 20 tea knives. . ,yes
 521521942026 is there any discount,yes
 5 large tea needles and tea knives each. ,yes
 Is it expired food. ,yes
 How long will it take? Is ,yes
 Is it cheaper to buy two together? Buy dried mango together. ,yes
 is the latest date yes. ,yes
 How much is it. ,yes
" If I buy a water glass and it breaks, will the merchant be responsible for your attitude. ",yes
Does the coupon depend on how much I actually paid? ,yes
 What can I send? ,yes
 Hello. How long can this wipes last,yes
 Can I return it and remake it last night? ,yes
 can give you the original price. ,yes
Can I send it today. ,yes
 Yes Is there a promotion. ,yes
 still shipped?,yes
 What courier can I send. ,yes
 Does Shentong express? ,yes
 Is it bad to make tea cakes with tea needles? What is the main purpose of tea needles. ,yes
 How much free shipping is your store full? . ,yes
 is the one in the yellow package. What express will you send. ,yes
 Will it be allergic to children&#39;s skin? ,yes
 Free shipping. ,yes
 How long is the shelf life,yes
", let&#39;s get some discount. . ",yes
 Then can you mix it for me?,yes
 Is there a free trial for this one? ,yes
 Can you get free shipping if you take pictures with this one? ,yes
 How many servings? The reason for the failure to vote is already there. ,yes
Is there no bag outside? ,yes
 Do you have any flavors that only have fresh meat. ,yes
 Is the event content out? ,yes
 What courier to send. ,yes
" Last time my friend bought them. If I come to buy one, give me one too. If I don&#39;t have one at home, it doesn&#39;t matter.",yes
 Can you please contact the courier company to change the address. ,yes
 When will this be shipped. ,yes
 Is it 99 yuan for six pieces? Is there a few pieces in a bag? 551756062115 Can I ship it today? ,yes
 How to send semi-finished products. The deeper ones are a little uneven. Do you affect the use here?,yes
"Dear, can I ship it today? ",yes
 Canâ€™t you help me ship it today? ,yes
 when will it be shipped?,yes
 What is the difference between this and the yellow one? Does the yellow one have a large size? Is there any difference? ,yes
 Is the new one thinner than the one I used before. ,yes
 What&#39;s the difference between these two. ,yes
 I want to buy this now. Can I buy it? 530746013021. ,yes
 560355779259 What about this? What can I do to help you here. ,yes
What gift are you giving me. ,yes
 When can the price difference be refunded. ,yes
 546838661718 Is this bought and heated? ,yes
Buy one get one free is that I buy a bag and get the same flavor. ,yes
 Can I get a discount if I buy more in Jiudu? Iâ€™m from Haining . ,yes
 How long does it take from Shanghai to Guangdong? Is it a box? ,yes
 What is the express delivery in five days. ,yes
" When will it arrive at my place? No guarantee, I should be able to receive it tomorrow and the day after. ",yes
 help me send post. Thank you. Arrived at the latest. ,yes
When will the walnuts be shipped. ,yes
 Should you want a large or small size. ,yes
 When will it be shipped. ,yes
Tea needles are cheaper than tea knives. What does salt and pepper taste like? 538405926243. ,yes
 What is the price except for the meat dumplings. ,yes
 When will it be shipped. ,yes
 Is it OK to send it today. ,yes
 I want to buy wet and dry towel. What is the minimum size? 200140. ,yes
" I want to send it. If the item is damaged, it needs to be paid for by express. ",yes
 What is the other? You write to me. ,yes
 When will it be shipped? It&#39;s been two days. ,yes
" A total of 8 dumplings have a gift box, right?",yes
What&#39;s the difference between this one and that one? 528108973179 and this. ,yes
 I will buy some walnuts in 2 days. What is the difference. ,yes
 The price of your single shot is much more expensive than the combination. Can you ship it today. ,yes
 I know haha â€‹â€‹I will buy it tomorrow. ,yes
 Is there any better one.,yes
How much is a large bag? Is there any discount? ,yes
 Buy 2 get 1 free is buy 2 boxes and get 1 free? ,yes
Will it be shipped tomorrow? ,yes
" I want to buy 4 packs, can I still get a discount. ",yes
I bought it. ,yes
 Is the price the same. ,yes
 Canâ€™t be the same one. Why hasn&#39;t the item been loaded for several days. ,yes
 What kind of express do you send. ,yes
" Boss, can we use less wet and dry towels? Five yuan. ",yes
 How many are in that pack. ,yes
" Hello, is there any event on Double Eleven? ",yes
"The shopkeeper, I combined the refunds from the two single purchases to save 5 yuan. ",yes
 Do you have the two packs? ,yes
 It is inconvenient to go back to my hometown for two days because of the gang fight. ,yes
 How could no one at home receive the goods? Of course I didn&#39;t receive the goods. ,yes
 What is the difference between these two. ,yes
 Send me Huitong. Can it be shipped today?,yes
 Can you still deliver? Why don&#39;t you talk? Are you still there? ,yes
 Can you answer my question. ,yes
" Well, I bought it. ",yes
" Jiaxing will send it quickly, so I can send it today. ",yes
That is 2 days to send SF Express. ,yes
I just want to try it. ,yes
 Could you please help me change it again. ,yes
. I will pay for the gold coins.,yes
 Didnâ€™t you write that it is free shipping? Why is there a 5 yuan shipping fee when I submit the order? This combination. ,yes
 Where are you from. ,yes
 which bag is good. ,yes
 Do you have free shipping? I want two packs of two flavors first. ,yes
 Are three boxes of 24 pieces?,yes
What is the difference between the two. ,yes
 The first one is non-woven and the second one is pure cotton. ,yes
 Mantissa how much to pay. ,yes
 Is it possible to send Yuantong Express. ,yes
 What is it? I want a bath towel for 10 yuan. ,yes
 When will it be shipped. ,yes
 When will it be shipped. ,yes
 Is there a discount? I have bought it many times. ,yes
 Can it be considered as one price? It is more convenient to pack separately. ,yes
 is the lowest price. ,yes
 I bought it and sent it to Best Express. ,yes
 This is to buy two copies and send 5 packs of 80 to get it. ,yes
" Well, I&#39;ll shoot you today and have to arrange for me to ship it. ",yes
 Can you shoot now because we have to contact the courier. ,yes
 How much is the minimum for 20 sticks? Is there a box? ,yes
 How much is the cheapest? Dear. ,yes
 Buy 2 get 1 free. ,yes
 Then what can I get when I buy a bean paste and a meat floss. ,yes
 Have you changed the package. Let me comment on your return of 7 yuan. ,yes
,yes
 I just bought two packs of walnuts at your house. ,yes
 What kind of courier is sent. ,yes
 Give me the link of the water ball and the tea bucket. ,yes
 Then I&#39;ll buy the bean paste,yes
" Can you send an egg yolk to eat? If it is good, I will buy it and try it. ",yes
 What kind of express will I send in person. Can you make a rhyme? ,yes
 Can you send it to any post office? ,yes
 A pack of 100 means.,yes
 there. I have bought it several times and also introduced a friend to buy it. Can you give me some gifts? Is ,yes
 What is the difference between cotton soft towel and paper towel,yes
 I am buying a flat head. ,yes
 How much is a box. ,yes
 Can the shopkeeper give me a bigger tea needle? Thank you. ,yes
 Does the store buy two boxes and get one box free?,yes
538405926243 Is it a little less to buy two copies. ,yes
" I&#39;m really sorry, we already have a discounted price for a small business, please forgive me. ",yes
 I accidentally shot a set. I&#39;m shooting a set. Okay. ,yes
 This color is available. ,yes
I already bought dried durian 555185256661. ,yes
 I used to buy online at this price. It is rare to have one or two grains. ,yes
 How many do you send? express delivery,yes
 I want to buy 12 generations and how much is that. ,yes
 Is there any courier to send?,yes
" The trial is a random gift, such as beef tendon and beef jerky, and it is best to post a screenshot of the store. I will help you apply for a coupon next time. The store can buy dried mango at a discount. ",yes
 Let me show you this. ,yes
 Want all the requirements for issuing special VAT tickets - - - - Provide billing information and a copy of the business license is generally Copy of taxpayer&#39;s certificate to issue VAT ordinary ticket - - - - Personal or company invoice is issued - - - - Supplies. ,yes
You want more points. ,yes
" I want four or five first, I don&#39;t know how the quality is. ",yes
 This is dried durian is real durian. What. ,yes
 Can you change it? When can I get a refund. ,yes
" Okay, let me help you contact the shopkeeper. The shopkeeper will deal with it as soon as possible after seeing it.",yes
I hope it will be faster. ,yes
